Ibex 35
9080.2
9200.9
9597.2
9601.4
9623.6
9581.8
9585.8
9699.8
9890.2
9892
9722.4
10020.1
10070.8
9955.5
10019.2
10100.4
10116.2
10132
10090.1
9949.9
10036.2
10116
10123
9848.5
9846.7
9934.8
9880.7
10020.8
9936.3
10096.5
10054.2
9759.7
9865.3
9789.5
9861.3
9680.5
9592.1
9418.8
9344.8
9476.4
9554.1
9551.4
9486.1
9570.9
9688.1
9892.1
9923.3
9798.2
9726.6
9494.8
9510.9
9393
9476.3
9290
9251.3
9216.7
8899.8
8531.8
8810.5
9063.4
9263.3
9163.4
9222.8
9308.3
9324.3
9011.8
9172.4
9340.2
9328.4
9453.5
9601.8
9613.9
9648.8
9526.5
9797.8
9798
9547.5
9269.4
9418.9
9350.4
9523.9
9634.6
9761
9633.5
9497.2
9542.7
9589.2
9658
9654.3
9781.5
9684.5
9602.2
9667.6
9588.1
9661.5
9728.4
9678.2
9626.9
9632.6
9616.2
9468.4
9545.6
9487.2
9439.9
9500.7
9399.4
9561.5
9601.8
9530.7
9516.8
9607.3
9606.8
9444
9522.5
9476.6
9363.3
9018.7
9047.9
9021.5
8920.9
8925.2
8964.3
8792.7
8787.6
8855.9
8878.4
9073.3
9015.9
8885
8787.6
8501.9
8526.2
8465.1
8266.1
8166.7
8303.9
8296.1
8372.7
8210.1
8354.2
8304.1
8378.9
8373.8
8153.5
8231
8217
8417.9
8480
8557.3
8608.7
8564.7
8636.2
8567.7
8439.2
8292
8203
8337.7
8450
8322.9
8200.1
8190.3
8196
8305.6
8401.3
8540.6
8515.6
8372.9
8425.3
8232.1
8321.1
8153
8291.2
8117.3
7904.7
7727.2
7678.7
7336.7
7338.7
6911.8
7094.8
7043.8
6933.6
6725.3
6498.4
6885.7
7000.5
7050.9
7197.9
7314
7193.1
7309.9
7245
7466.3
7169.3
7200
7278.4
7529.6
7553.1
7511.9
7643.7
7918.6
7802.3
7590.7
7780.4
7963.1
8096.7
7879.3
7958.3
7792.7
7562.5
7774.3
7754.8
7677.5
7926
8017.8
8118.4
8363.3
8222
8059.8
8383.1
8463.6
8500.3
8536.6
8691.1
8540.6
8425.4
8506.1
8531.7
8563.1
8439.3
8348.3
8272.9
8364.7
8302.9
8514.6
8825.5
8703.2
8559.9
8636.7
8532.5
8319.5
8281.6
8543.1
8474.1
8327
8232.8
8284.9
8434.9
8397.6
8377.1
8554.7
8463.1
8177.3
8186.6
8066.1
7935.4
7983.1
7800.3
7948.7
7804.1
7977.5
8008.8
7902.5
8033.1
8078.3
8213.3
8185
8273.1
8178.4
8019.7
8050.4
8171.1
8014.3
7852.7
7708.1
7872.4
7829.8
7819.7
7787.8
7867.2
8021.4
7920.4
7832.4
7708.6
7716.4
7736.5
7662.4
7775.1
7847
8101.4
8135.5
8230.7
8385
8307.2
8320.5
8382.2
8369.7
8317.9
8225.9
8199
8253.3
8318.8
8394.7
8471.3
8390.1
8334.4
8346
8167.2
8123.2
8158
8249.7
8202.1
8236.1
8164.7
8170.1
7976.1
8038.5
8098.2
7971.1
8027.3
8116.9
8353.5
8393.8
8348.1
8420.4
8363.5
8356.9
8325
8171.1
8182
8146.3
8154.4
8048
8019
7945.9
7910.7
8087.9
8041.4
7897.1
7998.1
8103.6
8162.1
8088.1
8090.6
8000
7950
7857.1
7902.1
7950.2
7993
7925.1
7946.7
7854.8
7949.9
7899.7
7667
7619.1
7577.5
7480.6
7483.1
